Purpose,대분류,중분류,소분류,Section,테스트 항목,사전조건,테스트 스텝,기대결과
WEB,Subscribe Page,Basic Subscription Section,Benefit Guidance Section,,Monitor icon 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Monitor icon 출력 확인,Monitor icon 출력된다
WEB,Subscribe Page,Basic Subscription Section,Benefit Guidance Section,,Advertisement text 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Advertisement text 출력 확인,Advertisement text 출력된다
WEB,Subscribe Page,Basic Subscription Section,Benefit Guidance Section,,Advertisement text stringset 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Advertisement text 출력 확인,"""Select Countries May Experience Brief Ads Before Programs Begin"" text 출력된다"
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,Rectangle 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Rectangle 출력 확인,Grey Colored Rectangle 출력된다
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,title text 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",title text 출력 확인,title text 출력된다
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,title text stringset 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",title text 출력 확인,"""Monthly"" text 출력된다"
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,Currency 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Currency 출력 확인,Currency 출력된다
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,User Currency 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Currency 출력 확인,User 국가 설정에 따른 Currency 출력된다
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,Price 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Price 출력 확인,Price 출력된다
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,User Price 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Price 출력 확인,User 국가 설정에 따른 Price 출력된다
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,Per-Unit text 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Per-Unit text 출력 확인,"""/mo"" text 출력된다"
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,Division Line 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Division Line 출력 확인,구분선 형태의 Division Line 출력된다
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,Benefit guidance text 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Benefit guidance text 출력 확인,"""14-day Free Trial (Once per account)"" text 출력된다"
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,Benefit guidance text 출력 여부 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입
3. Premium Monthly Subscription 구독 중인 상태",Benefit guidance text 출력 확인,Benefit guidance text 출력되지 않는다
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,Subscribed text 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입
3. Premium Monthly Subscription 구독 중인 상태",Subscribed text 출력 확인,Subscribed text 출력된다
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,Subscribed text stringset 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입
3. Premium Monthly Subscription 구독 중인 상태",Subscribed text 출력 확인,"""Your Plan"" text 출력된다"
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,미로그인 시 Subscription item 기능 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입
3. 미로그인 상태",Subscription item 선택,Sign In Page 진입된다
WEB,Subscribe Page,Premium Subscription Section,Monthly Subscription item,,Subscription item 기능 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Subscription item 선택,Checkout Page 진입된다
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Monitor icon 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Monitor icon 출력 확인,Monitor icon 출력된다
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Advertisement Benefit text 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Advertisement Benefit text 출력 확인,Advertisement Benefit text 출력된다
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Advertisement Benefit text stringset 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Advertisement Benefit text 출력 확인,"""No Ads"" text 출력된다"
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Face icon 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Face icon 출력 확인,Face icon 출력된다
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Profile Benefit text 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Profile Benefit text 출력 확인,Profile Benefit text 출력된다
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Profile Benefit text stringset 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Profile Benefit text 출력 확인,"""Four Profiles"" text 출력된다"
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Recycle icon 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Recycle icon 출력 확인,Recycle icon 출력된다
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Auto Renewal text 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Auto Renewal text 출력 확인,Auto Renewal text 출력된다
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Auto Renewal text stringset 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Auto Renewal text 출력 확인,"""Hassle-Free Automatic Renewal"" text 출력된다"
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Downward Arrow icon 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Downward Arrow icon 출력 확인,Downward Arrow icon 출력된다
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Download content text 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Download content text 출력 확인,Download content text 출력된다
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Download content text stringset 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Download content text 출력 확인,"""Download & Offline Playback"" text 출력된다"
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Bolt icon 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Bolt icon 출력 확인,Bolt icon 출력된다
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Unlimited content text 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Unlimited content text 출력 확인,Unlimited content text 출력된다
WEB,Subscribe Page,Premium Subscription Section,Benefit Guidance Section,,Unlimited content text stringset 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Unlimited content text 출력 확인,"""Unlimited Dramas, TV Shows, and Webcomics"" text 출력된다"
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,,,title text 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",title text 출력 확인,title text 출력된다
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,,,title text stringset 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",title text 출력 확인,"""Why Choose KOCOWA+ Service?"" 
Text 출력된다"
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,"Exclusive
Korean Drama & Movies Component",,"Exclusive
Korean Drama & Movies icon 출력 확인","1. KOCOWA Webpage 진입
2. Subscription Page 진입",icon 출력 확인,슬레이트 icon이 출력된다.
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,"Exclusive
Korean Drama & Movies Component",,"Exclusive
Korean Drama & Movies title Text stringset 출력 확인","1. KOCOWA Webpage 진입
2. Subscription Page 진입",Title text 출력 확인,"Exclusive
Korean Drama & Movies
Text가 출력된다"
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,"Exclusive
Korean Drama & Movies Component",,"Exclusive
Korean Drama & Movies Sub Text stringset 출력 확인","1. KOCOWA Webpage 진입
2. Subscription Page 진입",sub text 출력 확인,"Watch top-rated K-dramas and movies, only 
available here!
Text가 출력된다"
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Multi-Language Subtitles Component,,Multi-Language Subtitles icon 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",icon 출력 확인,지구본 형태의 language icon이 출력된다
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Multi-Language Subtitles Component,,Multi-Language Subtitles title Text stringset 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",Title text 출력 확인,"Multi-Language Subtitles
Text가 출력된다"
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Multi-Language Subtitles Component,,Multi-Language Subtitles Sub Text stringset 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",sub text 출력 확인,"Enjoy content in your preferred language with high-quality subtitles.
Text가 출력된다"
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Fast & Seamless Streaming Component,,Fast & Seamless Streaming icon 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",icon 출력 확인,24 시계 icon이 출력된다
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Fast & Seamless Streaming Component,,Fast & Seamless Streaming title Text stringset 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",Title text 출력 확인,"Fast & Seamless Streaming
Text가 출력된다"
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Fast & Seamless Streaming Component,,Fast & Seamless Streaming Sub Text stringset 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",sub text 출력 확인,"No buffering! High-speed streaming for the best viewing experience.
Text가 출력된다"
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Cross-Device Sync Component,,Cross-Device Sync icon 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",icon 출력 확인,모니터 icon이 출력된다
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Cross-Device Sync Component,,Cross-Device Sync title Text stringset 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",Title text 출력 확인,"Cross-Device Sync
Text가 출력된다"
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Cross-Device Sync Component,,Cross-Device Sync Sub Text stringset 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",sub text 출력 확인,"Start on one device and continue on another seamlessly.
Text가 출력된다"
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Flexible Plan & Easy Component,,Flexible Plan & Easy icon 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",icon 출력 확인,Recycle icon이 출력된다
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Flexible Plan & Easy Component,,Flexible Plan & Easy title Text stringset 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",Title text 출력 확인,"Flexible Plan & Easy
Cancellation
Text가 출력된다"
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Flexible Plan & Easy Component,,Flexible Plan & Easy Sub Text stringset 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",sub text 출력 확인,"Upgrade, downgrade, or cancle anytime- no hidden 
fees!
Text가 출력된다"
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Exclusive Discounts for Annual Plans Component,,Exclusive Discounts for Annual Plans icon 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",icon 출력 확인,Bolt icon이 출력된다
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Exclusive Discounts for Annual Plans Component,,Exclusive Discounts for Annual Plans title Text stringset 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",Title text 출력 확인,"Exclusive Discounts for Annual 
Plans
Text가 출력된다"
WEB,Subscribe Page,Why Choose KOCOWA+ Service? Area,Exclusive Discounts for Annual Plans Component,,Exclusive Discounts for Annual Plans Sub Text stringset 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",sub text 출력 확인,"Save more when you choose our yearly plan!
Text가 출력된다"
WEB,Subscribe Page,KOCOWA+ for Your Enjoyment Area,,,title Text stringset 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",Title text 출력 확인,"KOCOWA+ for Your Enjoyment
Text가 출력된다"
WEB,Subscribe Page,KOCOWA+ for Your Enjoyment Area,,,Sub Text stringset 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",sub text 출력 확인,"Enjoy Unlimited Access to Over 40,000 Hours of K-content!
New K-Drama & Shows Added Daily and Weekly!
Text가 출력된다"
WEB,Subscribe Page,KOCOWA+ for Your Enjoyment Area,content Rail,,content Component 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",content Rail 출력 확인,content Rail이 출력된다
WEB,Subscribe Page,KOCOWA+ for Your Enjoyment Area,content Rail,,content Component 최대 개수 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",content Component 출력 확인,content Component 최대 18개 출력된다
WEB,Subscribe Page,KOCOWA+ for Your Enjoyment Area,content Rail,,content Component 우측 Indicator 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입
3. 해상도 768 이상 적용 중인 상태
4. content Rail Mouse Hover",Indicator icon 출력 확인,우측 꺽쇠 형태의 Indicator icon 출력된다
WEB,Subscribe Page,KOCOWA+ for Your Enjoyment Area,content Rail,,content Component 우측 Indicator 동작 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입
3. 해상도 768 이상 적용 중인 상태
4. content Rail Mouse Hover",Indicator icon 동작 확인,우측으로 Scrolling 동작한다
WEB,Subscribe Page,KOCOWA+ for Your Enjoyment Area,content Rail,,content Component 우측 Indicator 미출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입
3. 해상도 768 이상 적용 중인 상태",Indicator icon 미출력 확인,Right Indicator icon 출력되지 않는다
WEB,Subscribe Page,KOCOWA+ for Your Enjoyment Area,content Rail,,content Component 좌측 Indicator 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입
3. 해상도 768 이상 적용 중인 상태
4. content Rail Mouse Hover",Indicator icon 출력 확인,좌측 꺽쇠 형태의 Indicator icon 출력된다
WEB,Subscribe Page,KOCOWA+ for Your Enjoyment Area,content Rail,,content Component 좌측 Indicator 동작 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입
3. 해상도 768 이상 적용 중인 상태
4. content Rail Mouse Hover",Indicator icon 동작 확인,좌측으로 Scrolling 동작한다
WEB,Subscribe Page,KOCOWA+ for Your Enjoyment Area,content Rail,,content Component 좌측 Indicator 미출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입
3. 해상도 768 이상 적용 중인 상태",Indicator icon 미출력 확인,Left Indicator icon 출력되지 않는다
WEB,Subscribe Page,KOCOWA+ for Your Enjoyment Area,content Rail,,우측 외부 content Component 출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",우측 외부 content Component 출력 확인,우측 외부 content Component가 가려진채 출력된다
WEB,Subscribe Page,KOCOWA+ for Your Enjoyment Area,content Rail,,우측 외부 content Component 미출력 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입
3. 우측으로 Scrolling 끝까지 진행한 상태",우측 외부 content Component 미출력 확인,우측 외부 content Component가 출력되지 않는다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,content poster image 확인,"1. KOCOWA Webpage 진입
2. Subscription Page 진입",poster image 출력 확인,poster image 출력된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,poster image Hover 시 동작 확인,1. KOCOWA Webpage 진입 Page 진입,poster image Hover,poster image Darken 적용된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,poster image 기능 확인,1. KOCOWA Webpage 진입 Page 진입,poster image 선택,해당 content Series Detailed Page 진입된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,content Name text 확인,1. KOCOWA Webpage 진입 Page 진입,content Name text 출력 확인,content Name text 출력된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,content Name text 생략 확인,"1. KOCOWA Webpage 진입 Page 진입
2. 장문의 content Name text 편성된 상태",content Name text 출력 확인,content Name text 말줄임표로 생략되어 출력된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,content Name text 기능 확인,1. KOCOWA Webpage 진입 Page 진입,content Component 선택,해당 content Series Detailed Page 진입된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,Default Setting 확인,"1. Channel Page 진입
2. Series Detailed Page 진입
3. Mouse Hover",Default Setting 적용 확인,Favorites 미등록 상태로 출력된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,Favorite Button 확인,"1. Channel Page 진입
2. Series Detailed Page 진입
3. Mouse Hover",Favorite Button 출력 확인,Empty Star 형태의 Favorite Button 출력된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,미로그인 시 Favorite icon 기능 확인,"1. Channel Page 진입
2. Series Detailed Page 진입
3. Mouse Hover",Favorite Button 선택,Sign In Page 진입된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,Favorite Button 선택 시 동작 확인,"1. Channel Page 진입
2. Series Detailed Page 진입
3. Mouse Hover",Favorite Button 선택,Bookmarked Button 출력된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,Favorite Button 기능 확인,"1. Channel Page 진입
2. Series Detailed Page 진입
3. Mouse Hover",Favorite Button 선택,해당 content Favorites List 등록된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,Bookmarked Button 확인,"1. Channel Page 진입
2. Series Detailed Page 진입
3. Mouse Hover
4. Favorite Button 선택",Bookmarked Button 출력 확인,Colored Star 형태의 Bookmarked Button 출력된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,Bookmarked Button 선택 시 동작 확인,"1. Channel Page 진입
2. Series Detailed Page 진입
3. Mouse Hover
4. Favorite Button 선택",Bookmarked Button 선택,Favorite Button 출력된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,Bookmarked Button 기능 확인,"1. Channel Page 진입
2. Series Detailed Page 진입
3. Mouse Hover
4. Favorite Button 선택",Bookmarked Button 선택,해당 content Favorites List 해제된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,Genre text 확인,"1. Channel Page 진입
2. Series Detailed Page 진입
3. Mouse Hover",Genre text 출력 확인,Genre text 출력된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,Subtitle text 확인,"1. Channel Page 진입
2. Series Detailed Page 진입
3. Mouse Hove
4. 1개 이상의 Subtitle 편성된 상태 상태",Subtitle text 출력 확인,"""Subtitles"" text 출력된다"
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,content Subtitle 확인,"1. Channel Page 진입
2. Series Detailed Page 진입
3. Mouse Hove",content Subtitle 출력 확인,해당 content Subtitle 출력된다
WEB,Subscribe Page,"KOCOWA+ for Your Enjoyment 
Section",content Component,,content Subtitle stringset 국가별 확인,"1. Channel Page 진입
2. Series Detailed Page 진입
3. Mouse Hove",content Subtitle 출력 확인,Subtitle 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,,,Upgrade for a Better Experience! Area 출력 여부 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 불가능한 상태",Upgrade for a Better Experience! Area 출력 확인,Upgrade for a Better Experience! Area 출력되지 않는다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,,,Upgrade for a Better Experience! Area 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Upgrade for a Better Experience! Area 출력 확인,Upgrade for a Better Experience! Area 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,,,title text 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",title text 출력 확인,title text 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,,,title text stringset 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",title text 출력 확인,"""Upgrade for a Better Experience!"" text 출력된다"
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Current Plan Section,,Rectangle 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Rectangle 출력 확인,Rectangle 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Current Plan Section,,title text 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",title text 출력 확인,title text 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Current Plan Section,,title text stringset 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",title text 출력 확인,"""Current Your Plan : {User Subscription item}"" text 출력된다"
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Current Plan Section,,User Subscription 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",User Subscription  출력 확인,User Subscription 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Rectangle 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Rectangle 출력 확인,Rectangle 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,title text 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",title text 출력 확인,title text 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,title text stringset 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",title text 출력 확인,"""Premium Monthly Plan"" text 출력된다"
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Price text 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Price text 출력 확인,Price text 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Currency 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Currency 출력 확인,Currency 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,User Currency 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Currency 출력 확인,User 국가 설정에 따른 Currency 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Price 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Price 출력 확인,Price 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,User Price 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Price 출력 확인,User 국가 설정에 따른 Price 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Subscription Currency Code 확인,1. Subscirbe Page 진입,Currency Code 출력 확인,Currency Code 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Target Subscription Currency Code 확인,1. Subscirbe Page 진입,Currency Code 출력 확인,User Selected Subscription item Currency Code 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Per-Unit text 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Per-Unit text 출력 확인,"""/mo"" text 출력된다"
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Upgrade Now Button 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Upgrade Now Button 출력 확인,Upgrade Now Button 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Upgrade Now Button stringset 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Upgrade Now Button 출력 확인,"""Upgrade Now!"" text 출력된다"
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Upgrade Now Button 기능 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Upgrade Now Button 선택,Checkout Page 진입된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Division Line 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Division Line 출력 확인,구분선 형태의 Division Line 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Compare inform text 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Compare inform text 출력 확인,Compare inform text 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Compare inform text stringset 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Compare inform text 출력 확인,"""Compared to Basic Plan:"" text 출력된다"
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Delimiter 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태
3. 해상도 1024 이상 적용된 상태",Delimiter 출력 확인,세로 구분선 형태의 Delimiter 노촐된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Delimiter 출력 여부 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태
3. 해상도 768 이하 적용된 상태",Delimiter 출력 확인,세로 구분선 형태의 Delimiter 노촐되지 않는다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Monitor icon 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Monitor icon 출력 확인,Monitor icon 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Advertisement Benefit text 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Advertisement Benefit text 출력 확인,Advertisement Benefit text 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Advertisement Benefit text stringset 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Advertisement Benefit text 출력 확인,"""Watch Ad-Free"" text 출력된다"
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Downward Arrow icon 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Downward Arrow icon 출력 확인,Downward Arrow icon 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Download content text 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Download content text 출력 확인,Download content text 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Download content text stringset 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Download content text 출력 확인,"""Download & Watch Offline"" text 출력된다"
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Face icon 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Face icon 출력 확인,Face icon 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Profile Benefit text 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Profile Benefit text 출력 확인,Profile Benefit text 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Profile Benefit text stringset 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입",Profile Benefit text 출력 확인,"""Up to 4 Profiles"" text 출력된다"
